campeonato,data,mandante,gol mandante,gol visitante,visitante,local
Paulista 2009 ,"12 de abril de 2009, 16:00",Corinthians,2,1,São Paulo,"Pacaembu, São Paulo, SP."
Paulista 2009 ,"05 de abril de 2009, 16:00",Mirassol,2,2,Corinthians,"Campos Maia, Mirassol, SP."
Paulista 2009 ,"31 de março de 2009, 21:50",Corinthians,3,0,Ituano,"Pacaembu, São Paulo, SP."
Paulista 2009 ,"25 de março de 2009, 21:50",Corinthians,2,2,Ponte Preta,"Pacaembu, São Paulo, SP."
Paulista 2009 ,"22 de março de 2009, 16:00",Corinthians,1,0,Santos,"Pacaembu, São Paulo, SP."
Paulista 2009 ,"11 de março de 2009, 21:50",Corinthians,2,1,São Caetano,"Pacaembu, São Paulo, SP."
Paulista 2009 ,"08 de março de 2009, 16:00",Palmeiras,1,1,Corinthians,"Prudentão, Presidente Prudente, SP."
Copa do Brasil 2009 ,"04 de março de 2009, 21:50",Itumbiara,0,2,Corinthians,"Estádio JK, Itumbiara, GO."
Paulista 2009 ,"01 de março de 2009, 19:10",Marília,1,1,Corinthians,"Abreuzão, Marília, SP."
Paulista 2009 ,"25 de fevereiro de 2009, 19:30",Corinthians,2,0,Noroeste,"Prudentão, Presidente Prudente, SP."
Paulista 2009 ,"21 de fevereiro de 2009, 16:00",Guaratinguetá,1,3,Corinthians,"Ninho da Garça, Guaratinguetá, SP."
Paulista 2009 ,"15 de fevereiro de 2009, 16:00",São Paulo,1,1,Corinthians,"Morumbi, São Paulo, SP."
Paulista 2009 ,"11 de fevereiro de 2009, 22:00",Corinthians,2,0,Mogi Mirim,"Pacaembu, São Paulo, SP."
Paulista 2009 ,"07 de fevereiro de 2009, 17:00",Corinthians,1,1,Portuguesa,"Pacaembu, São Paulo, SP."
Paulista 2009 ,"04 de fevereiro de 2009, 22:00",Paulista,2,3,Corinthians,"Jaime Cintra, Jundiaí, SP."
Paulista 2009 ,"31 de janeiro de 2009, 17:00",Corinthians,4,1,Oeste,"Pacaembu, São Paulo, SP."
Paulista 2009 ,"28 de janeiro de 2009, 22:00",Corinthians,2,0,Botafogo-SP,"Pacaembu, São Paulo, SP."
Paulista 2009 ,"25 de janeiro de 2009, 17:00",Red Bull Bragantino,0,1,Corinthians,"Nabi Abi, Bragança Paulista, SP."
Paulista 2009 ,"22 de janeiro de 2009, 19:30",Corinthians,2,2,Grêmio Prudente,"Pacaembu, São Paulo, SP."
Amistosos 2009 ,"17 de janeiro de 2009, 16:20",Corinthians,5,1,Estudiantes,"Pacaembu, São Paulo, SP."
Brasileirão - Série B 2008 ,"22 de novembro de 2008, 16:20",Corinthians,3,2,Avaí,"Pacaembu, São Paulo, SP."
Brasileirão - Série B 2008 ,"15 de novembro de 2008, 16:20",Corinthians,3,1,Vila Nova,"Pacaembu, São Paulo, SP."
Brasileirão - Série B 2008 ,"12 de novembro de 2008, 22:00",Juventude,1,2,Corinthians,"Alfredo Jaconi, Caxias do Sul, RS."
Brasileirão - Série B 2008 ,"08 de novembro de 2008, 16:20",Criciúma,0,2,Corinthians,"Majestoso, Criciúma, SC."
Brasileirão - Série B 2008 ,"01 de novembro de 2008, 16:20",Corinthians,2,1,Paraná Clube,"Pacaembu, São Paulo, SP."
Amistosos 2008 ,"28 de outubro de 2008, 22:00",Mixto,0,2,Corinthians,"Verdão, Cuiabá, MT."
Brasileirão - Série B 2008 ,"25 de outubro de 2008, 16:20",Corinthians,2,0,Ceará,"Pacaembu, São Paulo, SP."
Brasileirão - Série B 2008 ,"18 de outubro de 2008, 16:00",Bahia,0,3,Corinthians,"Alberto Oliveira, Feira de Santana, BA."
Brasileirão - Série B 2008 ,"11 de outubro de 2008, 16:00",Corinthians,2,2,Santo André,"Pacaembu, São Paulo, SP."
Brasileirão - Série B 2008 ,"04 de outubro de 2008, 16:00",Marília,1,1,Corinthians,"Estádio do Café, Londrina, PR."
Brasileirão - Série B 2008 ,"27 de setembro de 2008, 16:00",São Caetano,2,2,Corinthians,"Brinco de Ouro, Campinas, SP."
Brasileirão - Série B 2008 ,"24 de setembro de 2008, 21:50",Corinthians,2,0,Red Bull Bragantino,"Pacaembu, São Paulo, SP."
Brasileirão - Série B 2008 ,"20 de setembro de 2008, 16:00",Corinthians,3,0,Ponte Preta,"Pacaembu, São Paulo, SP."
Brasileirão - Série B 2008 ,"16 de setembro de 2008, 20:30",Brasiliense,1,1,Corinthians,"Serejão, Taguatinga, DF."
Brasileirão - Série B 2008 ,"13 de setembro de 2008, 16:00",Corinthians,1,0,Grêmio Prudente,"Pacaembu, São Paulo, SP."
Brasileirão - Série B 2008 ,"06 de setembro de 2008, 16:00",Fortaleza,1,3,Corinthians,"Castelão, Fortaleza, CE."
Brasileirão - Série B 2008 ,"30 de agosto de 2008, 16:00",Corinthians,4,0,ABC,"Pacaembu, São Paulo, SP."
Brasileirão - Série B 2008 ,"26 de agosto de 2008, 20:30",Corinthians,5,0,Gama,"Pacaembu, São Paulo, SP."
Brasileirão - Série B 2008 ,"23 de agosto de 2008, 16:00",CRB,1,2,Corinthians,"Trapichão, Maceió, AL."
Brasileirão - Série B 2008 ,"16 de agosto de 2008, 16:10",Corinthians,2,0,América-RN,"Pacaembu, São Paulo, SP."
Brasileirão - Série B 2008 ,"12 de agosto de 2008, 20:30",Avaí,1,1,Corinthians,"Ressacada, Florianópolis, SC."
Brasileirão - Série B 2008 ,"09 de agosto de 2008, 16:10",Vila Nova,2,1,Corinthians,"Serra Dourada, Goiânia, GO."
Brasileirão - Série B 2008 ,"05 de agosto de 2008, 20:30",Corinthians,2,0,Juventude,"Pacaembu, São Paulo, SP."
Brasileirão - Série B 2008 ,"26 de julho de 2008, 16:10",Paraná Clube,0,2,Corinthians,"Vila Capanema, Curitiba, PR."
Brasileirão - Série B 2008 ,"22 de julho de 2008, 20:30",Ceará,2,2,Corinthians,"Castelão, Fortaleza, CE."
Brasileirão - Série B 2008 ,"12 de julho de 2008, 16:10",Santo André,1,1,Corinthians,"Bruno José, Santo André, SP."
Brasileirão - Série B 2008 ,"08 de julho de 2008, 20:30",Corinthians,5,0,Marília,"Pacaembu, São Paulo, SP."
Brasileirão - Série B 2008 ,"05 de julho de 2008, 16:10",Corinthians,1,0,São Caetano,"Pacaembu, São Paulo, SP."
Brasileirão - Série B 2008 ,"25 de junho de 2008, 21:50",Red Bull Bragantino,1,1,Corinthians,"Santa Cruz, Ribeirão Preto, SP."
Brasileirão - Série B 2008 ,"21 de junho de 2008, 16:10",Ponte Preta,1,1,Corinthians,"Moisés Lucarelli, Campinas, SP."
Brasileirão - Série B 2008 ,"14 de junho de 2008, 16:10",Corinthians,4,1,Brasiliense,"Pacaembu, São Paulo, SP."
Brasileirão - Série B 2008 ,"07 de junho de 2008, 16:10",Grêmio Prudente,1,4,Corinthians,"Arena Barueri, Barueri, SP."
Copa do Brasil 2008 ,"04 de junho de 2008, 21:50",Corinthians,3,1,Sport,"Morumbi, São Paulo, SP."
Brasileirão - Série B 2008 ,"31 de maio de 2008, 16:10",Corinthians,2,0,Fortaleza,"Pacaembu, São Paulo, SP."
Copa do Brasil 2008 ,"28 de maio de 2008, 21:50",Corinthians,2,1,Botafogo,"Morumbi, São Paulo, SP."
Brasileirão - Série B 2008 ,"24 de maio de 2008, 16:00",ABC,0,1,Corinthians,"Frasqueirão, Natal, RN."
Copa do Brasil 2008 ,"20 de maio de 2008, 20:30",Botafogo,2,1,Corinthians,"Nilton Santos, Rio de Janeiro, RJ."
Brasileirão - Série B 2008 ,"17 de maio de 2008, 16:00",Gama,1,3,Corinthians,"Serejão, Taguatinga, DF."
Copa do Brasil 2008 ,"13 de maio de 2008, 20:30",São Caetano,1,3,Corinthians,"Santa Cruz, Ribeirão Preto, SP."
Brasileirão - Série B 2008 ,"10 de maio de 2008, 16:00",Corinthians,3,2,CRB,"Pacaembu, São Paulo, SP."
Copa do Brasil 2008 ,"06 de maio de 2008, 21:00",Corinthians,2,1,São Caetano,"Morumbi, São Paulo, SP."
Copa do Brasil 2008 ,"30 de abril de 2008, 21:50",Corinthians,4,0,Goiás,"Morumbi, São Paulo, SP."
Amistosos 2008 ,"26 de abril de 2008, 16:00",Cene,0,3,Corinthians,"Morenão, Campo Grande, MS."
Copa do Brasil 2008 ,"16 de abril de 2008, 21:50",Goiás,3,1,Corinthians,"Serra Dourada, Goiânia, GO."
Paulista 2008 ,"06 de abril de 2008, 16:00",Noroeste,3,2,Corinthians,"Alfredão, Bauru, SP."
Copa do Brasil 2008 ,"03 de abril de 2008, 21:30",Corinthians,2,0,Fortaleza,"Morumbi, São Paulo, SP."
Paulista 2008 ,"30 de março de 2008, 16:00",Corinthians,3,1,Marília,"Morumbi, São Paulo, SP."
Paulista 2008 ,"26 de março de 2008, 21:45",Santos,2,1,Corinthians,"Vila Belmiro, Santos, SP."
Paulista 2008 ,"23 de março de 2008, 16:00",Corinthians,1,0,Rio Claro,"Morumbi, São Paulo, SP."
Copa do Brasil 2008 ,"19 de março de 2008, 21:45",Fortaleza,1,2,Corinthians,"Castelão, Fortaleza, CE."
Paulista 2008 ,"15 de março de 2008, 16:00",Corinthians,2,2,Juventus,"Morumbi, São Paulo, SP."
Paulista 2008 ,"12 de março de 2008, 21:45",Rio Preto,0,1,Corinthians,"Rio Pretão, São José do Rio Preto, SP."
Paulista 2008 ,"09 de março de 2008, 16:00",Corinthians,2,0,Guaratinguetá,"Morumbi, São Paulo, SP."
Paulista 2008 ,"24 de fevereiro de 2008, 16:00",Ponte Preta,0,1,Corinthians,"Moisés Lucarelli, Campinas, SP."
Paulista 2008 ,"20 de fevereiro de 2008, 21:45",Corinthians,1,0,Portuguesa,"Morumbi, São Paulo, SP."
Paulista 2008 ,"17 de fevereiro de 2008, 16:00",Corinthians,1,1,Red Bull Bragantino,"Morumbi, São Paulo, SP."
Copa do Brasil 2008 ,"13 de fevereiro de 2008, 21:45",Barras,0,6,Corinthians,"Serra Dourada, Goiânia, GO."
Paulista 2008 ,"10 de fevereiro de 2008, 16:00",Ituano,1,2,Corinthians,"Novelli Junior, Itu, SP."
Paulista 2008 ,"06 de fevereiro de 2008, 21:45",Grêmio Prudente,1,1,Corinthians,"Arena Barueri, Barueri, SP."
Paulista 2008 ,"23 de janeiro de 2008, 21:45",Corinthians,2,0,Paulista,"Morumbi, São Paulo, SP."
Paulista 2008 ,"20 de janeiro de 2008, 18:10",São Caetano,3,1,Corinthians,"Vail Chaves, Mogi Mirim, SP."
Paulista 2008 ,"17 de janeiro de 2008, 21:45",Corinthians,3,0,Guarani,"Morumbi, São Paulo, SP."
Brasileirão 2007 ,"02 de dezembro de 2007, 16:00",Grêmio,1,1,Corinthians,"Olímpico, Porto Alegre, RS."
Brasileirão 2007 ,"11 de novembro de 2007, 16:00",Goiás,1,1,Corinthians,"Serra Dourada, Goiânia, GO."
Brasileirão 2007 ,"04 de novembro de 2007, 16:00",Corinthians,2,2,Athletico-PR,"Pacaembu, São Paulo, SP."
Brasileirão 2007 ,"30 de outubro de 2007, 21:45",Flamengo,2,1,Corinthians,"Maracanã, Rio de Janeiro, RJ."
Brasileirão 2007 ,"28 de outubro de 2007, 16:00",Corinthians,2,1,Figueirense,"Pacaembu, São Paulo, SP."
Brasileirão 2007 ,"13 de outubro de 2007, 16:00",Corinthians,1,1,Internacional,"Pacaembu, São Paulo, SP."
Brasileirão 2007 ,"07 de outubro de 2007, 16:00",São Paulo,0,1,Corinthians,"Morumbi, São Paulo, SP."
Brasileirão 2007 ,"03 de outubro de 2007, 21:45",Fluminense,1,1,Corinthians,"Maracanã, Rio de Janeiro, RJ."
Brasileirão 2007 ,"29 de setembro de 2007, 21:45",Corinthians,1,2,Sport,"Pacaembu, São Paulo, SP."
Sul-Americana 2007 ,"12 de setembro de 2007, 21:45",Corinthians,1,2,Botafogo,"Pacaembu, São Paulo, SP."
Brasileirão 2007 ,"05 de setembro de 2007, 21:45",Corinthians,1,0,América-RN,"Pacaembu, São Paulo, SP."
Brasileirão 2007 ,"02 de setembro de 2007, 16:00",Corinthians,2,0,Santos,"Pacaembu, São Paulo, SP."
Brasileirão 2007 ,"29 de agosto de 2007, 21:45",Atlético-MG,5,2,Corinthians,"Mineirão, Belo Horizonte, MG."
Sul-Americana 2007 ,"22 de agosto de 2007, 21:45",Botafogo,3,1,Corinthians,"Maracanã, Rio de Janeiro, RJ."
Brasileirão 2007 ,"19 de agosto de 2007, 16:00",Juventude,2,2,Corinthians,"Alfredo Jaconi, Caxias do Sul, RS."
Brasileirão 2007 ,"15 de agosto de 2007, 21:45",Botafogo,2,3,Corinthians,"Maracanã, Rio de Janeiro, RJ."
Brasileirão 2007 ,"12 de agosto de 2007, 16:00",Corinthians,2,1,Grêmio,"Pacaembu, São Paulo, SP."
Brasileirão 2007 ,"04 de agosto de 2007, 21:45",Corinthians,1,0,Goiás,"Morumbi, São Paulo, SP."
Brasileirão 2007 ,"01 de agosto de 2007, 21:45",Athletico-PR,2,2,Corinthians,"Arena da Baixada, Curitiba, PR."
Brasileirão 2007 ,"29 de julho de 2007, 16:00",Corinthians,2,2,Flamengo,"Morumbi, São Paulo, SP."
Brasileirão 2007 ,"25 de julho de 2007, 21:45",Figueirense,2,2,Corinthians,"Orlando Scarpelli, Florianópolis, SC."
Brasileirão 2007 ,"14 de julho de 2007, 21:45",Corinthians,1,1,São Paulo,"Morumbi, São Paulo, SP."
Brasileirão 2007 ,"07 de julho de 2007, 16:00",Corinthians,1,1,Fluminense,"Pacaembu, São Paulo, SP."
Brasileirão 2007 ,"04 de julho de 2007, 16:00",Sport,2,1,Corinthians,"Ilha do Retiro, Recife, PE."
Brasileirão 2007 ,"10 de junho de 2007, 16:00",América-RN,1,2,Corinthians,"Machadão, Natal, RN."
Brasileirão 2007 ,"03 de junho de 2007, 16:00",Santos,1,1,Corinthians,"Vila Belmiro, Santos, SP."
Brasileirão 2007 ,"20 de maio de 2007, 16:00",Cruzeiro,0,3,Corinthians,"Mineirão, Belo Horizonte, MG."
Brasileirão 2007 ,"13 de maio de 2007, 21:45",Corinthians,1,0,Juventude,"Morumbi, São Paulo, SP."
Copa do Brasil 2007 ,"18 de abril de 2007, 21:45",Náutico,2,2,Corinthians,"Aflitos, Recife, PE."
Paulista 2007 ,"11 de abril de 2007, 21:45",Santo André,1,1,Corinthians,"Bruno José, Santo André, SP."
Paulista 2007 ,"07 de abril de 2007, 21:45",Corinthians,2,0,América Futebol Clube,"Pacaembu, São Paulo, SP."
Paulista 2007 ,"31 de março de 2007, 21:45",Corinthians,2,2,Sertãozinho,"Pacaembu, São Paulo, SP."
Paulista 2007 ,"28 de março de 2007, 21:45",Santos,2,1,Corinthians,"Vila Belmiro, Santos, SP."
Paulista 2007 ,"18 de março de 2007, 16:00",Corinthians,2,1,Noroeste,"Pacaembu, São Paulo, SP."
Copa do Brasil 2007 ,"14 de março de 2007, 21:45",Treze FC,0,2,Corinthians,"Amigão, Campina Grande, PB."
Paulista 2007 ,"11 de março de 2007, 21:45",Red Bull Bragantino,1,2,Corinthians,"Nabi Abi, Bragança Paulista, SP."
Paulista 2007 ,"07 de março de 2007, 21:45",Marília,1,1,Corinthians,"Abreuzão, Marília, SP."
Copa do Brasil 2007 ,"01 de março de 2007, 21:45",Corinthians,3,0,Pirambu,"Pacaembu, São Paulo, SP."
Paulista 2007 ,"24 de fevereiro de 2007, 21:45",Corinthians,1,1,Rio Branco,"Pacaembu, São Paulo, SP."
Copa do Brasil 2007 ,"21 de fevereiro de 2007, 21:45",Pirambu,1,1,Corinthians,"Batistão, Aracaju, SE."
Paulista 2007 ,"17 de fevereiro de 2007, 16:00",Paulista,3,2,Corinthians,"Jaime Cintra, Jundiaí, SP."
Paulista 2007 ,"11 de fevereiro de 2007, 16:00",São Paulo,3,1,Corinthians,"Morumbi, São Paulo, SP."
Paulista 2007 ,"08 de fevereiro de 2007, 21:45",Corinthians,5,0,Rio Claro,"Pacaembu, São Paulo, SP."
Paulista 2007 ,"04 de fevereiro de 2007, 16:00",Guaratinguetá,2,3,Corinthians,"Ninho da Garça, Guaratinguetá, SP."
Paulista 2007 ,"27 de janeiro de 2007, 16:00",Corinthians,1,2,Ituano,"Pacaembu, São Paulo, SP."
Paulista 2007 ,"24 de janeiro de 2007, 21:45",Juventus,1,4,Corinthians,"Pacaembu, São Paulo, SP."
Paulista 2007 ,"21 de janeiro de 2007, 16:00",São Bento,2,4,Corinthians,"Walter Ribeiro, Sorocaba, SP."
Paulista 2007 ,"17 de janeiro de 2007, 21:45",Corinthians,3,1,Ponte Preta,"Pacaembu, São Paulo, SP."
Brasileirão 2006 ,"03 de dezembro de 2006, 16:00",Corinthians,5,3,Juventude,"Pacaembu, São Paulo, SP."
Brasileirão 2006 ,"18 de novembro de 2006, 16:00",Corinthians,1,1,Fluminense,"Pacaembu, São Paulo, SP."
Brasileirão 2006 ,"08 de novembro de 2006, 21:45",Athletico-PR,1,2,Corinthians,"Arena da Baixada, Curitiba, PR."
Brasileirão 2006 ,"05 de novembro de 2006, 21:45",Corinthians,1,0,Santa Cruz,"Pacaembu, São Paulo, SP."
Brasileirão 2006 ,"01 de novembro de 2006, 21:45",Fortaleza,0,4,Corinthians,"Castelão, Fortaleza, CE."
Brasileirão 2006 ,"25 de outubro de 2006, 21:45",Corinthians,1,0,Palmeiras,"Morumbi, São Paulo, SP."
Brasileirão 2006 ,"22 de outubro de 2006, 21:45",Corinthians,1,0,Cruzeiro,"Pacaembu, São Paulo, SP."
Sul-Americana 2006 ,"11 de outubro de 2006, 21:45",Lanús,4,2,Corinthians,"Ciudad de Lanús, Buenos Aires, Argentina."
Brasileirão 2006 ,"08 de outubro de 2006, 16:00",Goiás,3,1,Corinthians,"Serra Dourada, Goiânia, GO."
Brasileirão 2006 ,"24 de setembro de 2006, 16:00",Internacional,1,1,Corinthians,"Beira Rio, Porto Alegre, RS."
Brasileirão 2006 ,"20 de setembro de 2006, 21:45",Corinthians,1,1,Vasco da Gama,"Pacaembu, São Paulo, SP."
Brasileirão 2006 ,"16 de setembro de 2006, 21:45",Corinthians,1,0,Paraná Clube,"Pacaembu, São Paulo, SP."
Sul-Americana 2006 ,"13 de setembro de 2006, 21:45",Corinthians,3,1,Vasco da Gama,"Canindé, São Paulo, SP."
Sul-Americana 2006 ,"06 de setembro de 2006, 21:45",Vasco da Gama,0,1,Corinthians,"São Januário, Rio de Janeiro, RJ."
Brasileirão 2006 ,"03 de setembro de 2006, 21:45",Corinthians,1,0,Ponte Preta,"Pacaembu, São Paulo, SP."
Brasileirão 2006 ,"30 de agosto de 2006, 21:45",São Caetano,0,1,Corinthians,"Anacleto, São Caetano do Sul, SP."
Brasileirão 2006 ,"20 de agosto de 2006, 21:45",Corinthians,1,0,Botafogo,"Pacaembu, São Paulo, SP."
Brasileirão 2006 ,"16 de agosto de 2006, 21:45",Fluminense,1,2,Corinthians,"Maracanã, Rio de Janeiro, RJ."
Brasileirão 2006 ,"12 de agosto de 2006, 16:00",Corinthians,1,3,Figueirense,"Pacaembu, São Paulo, SP."
Brasileirão 2006 ,"05 de agosto de 2006, 16:00",Corinthians,2,1,Athletico-PR,"Pacaembu, São Paulo, SP."
Brasileirão 2006 ,"22 de julho de 2006, 21:45",Corinthians,2,2,Fortaleza,"Morumbi, São Paulo, SP."
Brasileirão 2006 ,"21 de maio de 2006, 16:00",Vasco da Gama,2,4,Corinthians,"São Januário, Rio de Janeiro, RJ."
Brasileirão 2006 ,"14 de maio de 2006, 16:00",Paraná Clube,1,2,Corinthians,"Estádio Willie Davids, Maringá, PR."
Brasileirão 2006 ,"07 de maio de 2006, 16:00",Corinthians,1,3,São Paulo,"Teixeirão, São José do Rio Preto, SP."
Libertadores 2006 ,"04 de maio de 2006, 21:45",Corinthians,1,3,River Plate,"Pacaembu, São Paulo, SP."
Brasileirão 2006 ,"30 de abril de 2006, 16:00",Ponte Preta,3,2,Corinthians,"Moisés Lucarelli, Campinas, SP."
Libertadores 2006 ,"26 de abril de 2006, 21:45",River Plate,3,2,Corinthians,"Monumental de Núñez, Buenos Aires, Argentina."
Brasileirão 2006 ,"22 de abril de 2006, 16:00",Corinthians,3,0,São Caetano,"Pacaembu, São Paulo, SP."
Libertadores 2006 ,"19 de abril de 2006, 21:45",Corinthians,3,0,Deportivo Cali,"Pacaembu, São Paulo, SP."
Paulista 2006 ,"09 de abril de 2006, 16:00",Corinthians,2,2,Paulista,"Pacaembu, São Paulo, SP."
Libertadores 2006 ,"06 de abril de 2006, 21:45",Universidad Católica,2,3,Corinthians,"San Carlos, Santiago en Chile, Chile."
Paulista 2006 ,"02 de abril de 2006, 21:45",Ponte Preta,0,1,Corinthians,"Moisés Lucarelli, Campinas, SP."
Paulista 2006 ,"30 de março de 2006, 21:45",Corinthians,2,2,Guarani,"Pacaembu, São Paulo, SP."
Paulista 2006 ,"26 de março de 2006, 16:00",Palmeiras,1,1,Corinthians,"Morumbi, São Paulo, SP."
Libertadores 2006 ,"22 de março de 2006, 21:45",Corinthians,1,0,Tigres,"Pacaembu, São Paulo, SP."
Paulista 2006 ,"19 de março de 2006, 16:00",América Futebol Clube,2,1,Corinthians,"Teixeirão, São José do Rio Preto, SP."
Paulista 2006 ,"12 de março de 2006, 16:00",Corinthians,1,2,São Paulo,"Morumbi, São Paulo, SP."
Paulista 2006 ,"05 de março de 2006, 21:45",Corinthians,1,1,Marília,"Pacaembu, São Paulo, SP."
Paulista 2006 ,"02 de março de 2006, 21:45",Ituano,2,3,Corinthians,"Novelli Junior, Itu, SP."
Paulista 2006 ,"25 de fevereiro de 2006, 16:00",Corinthians,4,1,Santo André,"Pacaembu, São Paulo, SP."
Libertadores 2006 ,"22 de fevereiro de 2006, 21:45",Corinthians,2,2,Universidad Católica,"Pacaembu, São Paulo, SP."
Paulista 2006 ,"19 de fevereiro de 2006, 16:00",Mogi Mirim,1,5,Corinthians,"Vail Chaves, Mogi Mirim, SP."
Libertadores 2006 ,"15 de fevereiro de 2006, 21:45",Deportivo Cali,0,1,Corinthians,"Estádio Pascual Guerrero, Valle del Cauca, Colômbia."
Paulista 2006 ,"08 de fevereiro de 2006, 21:45",São Caetano,2,1,Corinthians,"Anacleto, São Caetano do Sul, SP."
Paulista 2006 ,"04 de fevereiro de 2006, 16:00",Corinthians,4,1,Red Bull Bragantino,"Pacaembu, São Paulo, SP."
Paulista 2006 ,"01 de fevereiro de 2006, 21:45",Corinthians,5,0,São Bento,"Pacaembu, São Paulo, SP."
Paulista 2006 ,"29 de janeiro de 2006, 16:00",Rio Branco,1,4,Corinthians,"Riobrancão, Americana, SP."
Paulista 2006 ,"22 de janeiro de 2006, 21:45",Portuguesa,2,1,Corinthians,"Pacaembu, São Paulo, SP."
Paulista 2006 ,"19 de janeiro de 2006, 21:45",Corinthians,2,1,Juventus,"Pacaembu, São Paulo, SP."
Paulista 2006 ,"15 de janeiro de 2006, 21:45",Corinthians,5,1,Portuguesa Santista,"Pacaembu, São Paulo, SP."
Brasileirão 2005 ,"04 de dezembro de 2005, 16:00",Goiás,3,2,Corinthians,"Serra Dourada, Goiânia, GO."
Brasileirão 2005 ,"27 de novembro de 2005, 16:00",Corinthians,3,1,Ponte Preta,"Morumbi, São Paulo, SP."
Brasileirão 2005 ,"20 de novembro de 2005, 16:00",Corinthians,1,1,Internacional,"Pacaembu, São Paulo, SP."
Brasileirão 2005 ,"13 de novembro de 2005, 16:00",Coritiba,0,1,Corinthians,"Couto Pereira, Curitiba, PR."
Brasileirão 2005 ,"06 de novembro de 2005, 16:00",Corinthians,7,1,Santos,"Pacaembu, São Paulo, SP."
Brasileirão 2005 ,"02 de novembro de 2005, 21:45",Cruzeiro,2,1,Corinthians,"Mineirão, Belo Horizonte, MG."
Brasileirão 2005 ,"30 de outubro de 2005, 16:00",Corinthians,1,1,Vasco da Gama,"Pacaembu, São Paulo, SP."
Brasileirão 2005 ,"27 de outubro de 2005, 21:45",Paysandu,0,2,Corinthians,"Mangueirão, Belém, PA."
Brasileirão 2005 ,"24 de outubro de 2005, 21:45",São Paulo,1,1,Corinthians,"Morumbi, São Paulo, SP."
Brasileirão 2005 ,"22 de outubro de 2005, 16:00",Corinthians,1,0,Paraná Clube,"Pacaembu, São Paulo, SP."
Sul-Americana 2005 ,"19 de outubro de 2005, 21:45",Corinthians,2,1,Pumas,"Pacaembu, São Paulo, SP."
Brasileirão 2005 ,"16 de outubro de 2005, 16:00",Palmeiras,1,1,Corinthians,"Morumbi, São Paulo, SP."
Brasileirão 2005 ,"13 de outubro de 2005, 21:45",Santos,2,3,Corinthians,"Vila Belmiro, Santos, SP."
Brasileirão 2005 ,"08 de outubro de 2005, 16:00",Corinthians,3,0,Fortaleza,"Pacaembu, São Paulo, SP."
Brasileirão 2005 ,"05 de outubro de 2005, 21:45",Fluminense,0,2,Corinthians,"Raulino de Oliveira, Volta Redonda, RJ."
Brasileirão 2005 ,"02 de outubro de 2005, 16:00",Corinthians,3,2,Brasiliense,"Pacaembu, São Paulo, SP."
Sul-Americana 2005 ,"28 de setembro de 2005, 21:45",River Plate,1,1,Corinthians,"Monumental de Núñez, Buenos Aires, Argentina."
Brasileirão 2005 ,"25 de setembro de 2005, 16:00",Flamengo,1,3,Corinthians,"Arena Botafogo, Ilha do Governador, RJ."
Brasileirão 2005 ,"22 de setembro de 2005, 21:45",Corinthians,1,1,Atlético-MG,"Pacaembu, São Paulo, SP."
Brasileirão 2005 ,"18 de setembro de 2005, 16:00",Figueirense,2,3,Corinthians,"Orlando Scarpelli, Florianópolis, SC."
Brasileirão 2005 ,"11 de setembro de 2005, 16:00",Corinthians,2,0,Athletico-PR,"Pacaembu, São Paulo, SP."
Brasileirão 2005 ,"07 de setembro de 2005, 16:00",São Paulo,3,2,Corinthians,"Morumbi, São Paulo, SP."
Sul-Americana 2005 ,"31 de agosto de 2005, 21:45",Corinthians,1,1,Goiás,"Pacaembu, São Paulo, SP."
Brasileirão 2005 ,"28 de agosto de 2005, 16:00",Corinthians,3,3,Botafogo,"Pacaembu, São Paulo, SP."
